0.69
1.36
1.73
2.13
2.48
3.12
3.68
4.16
4.53
4.78
4.99
5.18
5.36
5.54
5.73
5.85
5.84
5.86
5.91
5.97
6.04
6.13
6.22
6.32
6.43
6.54
6.66
6.78
6.91
7.03
7.12
7.19
7.27
