0.7
0.84
0.76
0.78
0.77
0.92
1.03
0.96
1
0.91
0.82
0.74
0.66
0.58
0.55
0.56
0.55
0.54
0.52
0.49
0.47
0.44
0.41
0.37
0.34
0.31
0.26
0.21
0.15
0.12
0.1
0.08
0.06
